input	lexeme	candidate	obs.prob	tab.prob	beA	beB
word243_suff	A_s	A_s	0.5	1	0	1
word243_suff	A_s	B_s	0.5	1	1	0
word244_suff	A_s	A_s	0.5	1	0	1
word244_suff	A_s	B_s	0.5	1	1	0
word245_suff	A_s	A_s	0.5	779	0	1
word245_suff	A_s	B_s	0.5	779	1	0
word246_suff	A_s	A_s	0.5	1	0	1
word246_suff	A_s	B_s	0.5	1	1	0
word247_suff	A_s	A_s	0.5	4	0	1
word247_suff	A_s	B_s	0.5	4	1	0
word248_suff	A_s	A_s	0.5	359	0	1
word248_suff	A_s	B_s	0.5	359	1	0
word249_suff	A_s	A_s	0.5	3	0	1
word249_suff	A_s	B_s	0.5	3	1	0
word250_suff	A_s	A_s	0.5	621	0	1
word250_suff	A_s	B_s	0.5	621	1	0
word251_suff	A_s	A_s	0.5	73	0	1
word251_suff	A_s	B_s	0.5	73	1	0
word252_suff	A_s	A_s	0.5	19	0	1
word252_suff	A_s	B_s	0.5	19	1	0
word253_suff	A_s	A_s	0.5	5	0	1
word253_suff	A_s	B_s	0.5	5	1	0
word254_suff	A_s	A_s	0.5	3796	0	1
word254_suff	A_s	B_s	0.5	3796	1	0
word255_suff	A_s	A_s	0.5	3	0	1
word255_suff	A_s	B_s	0.5	3	1	0
word256_suff	A_s	A_s	0.5	102	0	1
word256_suff	A_s	B_s	0.5	102	1	0
word257_suff	A_s	A_s	0.5	1	0	1
word257_suff	A_s	B_s	0.5	1	1	0
word258_suff	A_s	A_s	0.5	10	0	1
word258_suff	A_s	B_s	0.5	10	1	0
word259_suff	A_s	A_s	0.5	4	0	1
word259_suff	A_s	B_s	0.5	4	1	0
word260_suff	A_s	A_s	0.5	5	0	1
word260_suff	A_s	B_s	0.5	5	1	0
word261_suff	A_s	A_s	0.5	4	0	1
word261_suff	A_s	B_s	0.5	4	1	0
word262_suff	A_s	A_s	0.5	6	0	1
word262_suff	A_s	B_s	0.5	6	1	0
word263_suff	A_s	A_s	0.5	52	0	1
word263_suff	A_s	B_s	0.5	52	1	0
word264_suff	A_s	A_s	0.5	1	0	1
word264_suff	A_s	B_s	0.5	1	1	0
word265_suff	A_s	A_s	0.5	1	0	1
word265_suff	A_s	B_s	0.5	1	1	0
word266_suff	A_s	A_s	0.5	1	0	1
word266_suff	A_s	B_s	0.5	1	1	0
word267_suff	A_s	A_s	0.5	54	0	1
word267_suff	A_s	B_s	0.5	54	1	0
word268_suff	A_s	A_s	0.5	56	0	1
word268_suff	A_s	B_s	0.5	56	1	0
word269_suff	A_s	A_s	0.5	137	0	1
word269_suff	A_s	B_s	0.5	137	1	0
word270_suff	A_s	A_s	0.5	2	0	1
word270_suff	A_s	B_s	0.5	2	1	0
word271_suff	A_s	A_s	0.5	3990	0	1
word271_suff	A_s	B_s	0.5	3990	1	0
word272_suff	A_s	A_s	0.5	2	0	1
word272_suff	A_s	B_s	0.5	2	1	0
word273_suff	A_s	A_s	0.5	1	0	1
word273_suff	A_s	B_s	0.5	1	1	0
word274_suff	A_s	A_s	0.5	12	0	1
word274_suff	A_s	B_s	0.5	12	1	0
word275_suff	A_s	A_s	0.5	3	0	1
word275_suff	A_s	B_s	0.5	3	1	0
word276_suff	A_s	A_s	0.5	1090	0	1
word276_suff	A_s	B_s	0.5	1090	1	0
word277_suff	A_s	A_s	0.5	7270	0	1
word277_suff	A_s	B_s	0.5	7270	1	0
word278_suff	A_s	A_s	0.5	1	0	1
word278_suff	A_s	B_s	0.5	1	1	0
word279_suff	A_s	A_s	0.5	6	0	1
word279_suff	A_s	B_s	0.5	6	1	0
word280_suff	A_s	A_s	0.5	53	0	1
word280_suff	A_s	B_s	0.5	53	1	0
word281_suff	A_s	A_s	0.5	10	0	1
word281_suff	A_s	B_s	0.5	10	1	0
word282_suff	A_s	A_s	0.5	2	0	1
word282_suff	A_s	B_s	0.5	2	1	0
word283_suff	A_s	A_s	0.5	4	0	1
word283_suff	A_s	B_s	0.5	4	1	0
word284_suff	A_s	A_s	0.5	129	0	1
word284_suff	A_s	B_s	0.5	129	1	0
word285_suff	A_s	A_s	0.5	1031	0	1
word285_suff	A_s	B_s	0.5	1031	1	0
word286_suff	A_s	A_s	0.5	419	0	1
word286_suff	A_s	B_s	0.5	419	1	0
word287_suff	A_s	A_s	0.5	3	0	1
word287_suff	A_s	B_s	0.5	3	1	0
word288_suff	A_s	A_s	0.5	33	0	1
word288_suff	A_s	B_s	0.5	33	1	0
word289_suff	A_s	A_s	0.5	146	0	1
word289_suff	A_s	B_s	0.5	146	1	0
word290_suff	A_s	A_s	0.5	1	0	1
word290_suff	A_s	B_s	0.5	1	1	0
word291_suff	A_s	A_s	0.5	710	0	1
word291_suff	A_s	B_s	0.5	710	1	0
word292_suff	A_s	A_s	0.5	1	0	1
word292_suff	A_s	B_s	0.5	1	1	0
word293_suff	A_s	A_s	0.5	183	0	1
word293_suff	A_s	B_s	0.5	183	1	0
word294_suff	A_s	A_s	0.5	11	0	1
word294_suff	A_s	B_s	0.5	11	1	0
word295_suff	A_s	A_s	0.5	7	0	1
word295_suff	A_s	B_s	0.5	7	1	0
word296_suff	A_s	A_s	0.5	14	0	1
word296_suff	A_s	B_s	0.5	14	1	0
word297_suff	A_s	A_s	0.5	34	0	1
word297_suff	A_s	B_s	0.5	34	1	0
word298_suff	A_s	A_s	0.5	2	0	1
word298_suff	A_s	B_s	0.5	2	1	0
word299_suff	A_s	A_s	0.5	4	0	1
word299_suff	A_s	B_s	0.5	4	1	0
word300_suff	A_s	A_s	0.5	1	0	1
word300_suff	A_s	B_s	0.5	1	1	0
word301_suff	A_s	A_s	0.5	7	0	1
word301_suff	A_s	B_s	0.5	7	1	0
word302_suff	A_s	A_s	0.5	9	0	1
word302_suff	A_s	B_s	0.5	9	1	0
word303_suff	A_s	A_s	0.5	774	0	1
word303_suff	A_s	B_s	0.5	774	1	0
word304_suff	A_s	A_s	0.5	9	0	1
word304_suff	A_s	B_s	0.5	9	1	0
word305_suff	A_s	A_s	0.5	30	0	1
word305_suff	A_s	B_s	0.5	30	1	0
word306_suff	A_s	A_s	0.5	13	0	1
word306_suff	A_s	B_s	0.5	13	1	0
word307_suff	A_s	A_s	0.5	617	0	1
word307_suff	A_s	B_s	0.5	617	1	0
word308_suff	A_s	A_s	0.5	70	0	1
word308_suff	A_s	B_s	0.5	70	1	0
word309_suff	A_s	A_s	0.5	1	0	1
word309_suff	A_s	B_s	0.5	1	1	0
word310_suff	A_s	A_s	0.5	508	0	1
word310_suff	A_s	B_s	0.5	508	1	0
word311_suff	A_s	A_s	0.5	12	0	1
word311_suff	A_s	B_s	0.5	12	1	0
word312_suff	A_s	A_s	0.5	5	0	1
word312_suff	A_s	B_s	0.5	5	1	0
word313_suff	A_s	A_s	0.5	1	0	1
word313_suff	A_s	B_s	0.5	1	1	0
word314_suff	A_s	A_s	0.5	1	0	1
word314_suff	A_s	B_s	0.5	1	1	0
word315_suff	A_s	A_s	0.5	1	0	1
word315_suff	A_s	B_s	0.5	1	1	0
word316_suff	A_s	A_s	0.5	3	0	1
word316_suff	A_s	B_s	0.5	3	1	0
word317_suff	A_s	A_s	0.5	136	0	1
word317_suff	A_s	B_s	0.5	136	1	0
word318_suff	A_s	A_s	0.5	6	0	1
word318_suff	A_s	B_s	0.5	6	1	0
word319_suff	A_s	A_s	0.5	13	0	1
word319_suff	A_s	B_s	0.5	13	1	0
word320_suff	A_s	A_s	0.5	2	0	1
word320_suff	A_s	B_s	0.5	2	1	0
word321_suff	A_s	A_s	0.5	2	0	1
word321_suff	A_s	B_s	0.5	2	1	0
word322_suff	A_s	A_s	0.5	1	0	1
word322_suff	A_s	B_s	0.5	1	1	0
word323_suff	A_s	A_s	0.5	20	0	1
word323_suff	A_s	B_s	0.5	20	1	0
word324_suff	A_s	A_s	0.5	1	0	1
word324_suff	A_s	B_s	0.5	1	1	0
word325_suff	A_s	A_s	0.5	5	0	1
word325_suff	A_s	B_s	0.5	5	1	0
word326_suff	A_s	A_s	0.5	11	0	1
word326_suff	A_s	B_s	0.5	11	1	0
word327_suff	A_s	A_s	0.5	11	0	1
word327_suff	A_s	B_s	0.5	11	1	0
word328_suff	A_s	A_s	0.5	1	0	1
word328_suff	A_s	B_s	0.5	1	1	0
word329_suff	A_s	A_s	0.5	57	0	1
word329_suff	A_s	B_s	0.5	57	1	0
word330_suff	A_s	A_s	0.5	270	0	1
word330_suff	A_s	B_s	0.5	270	1	0
word331_suff	A_s	A_s	0.5	3	0	1
word331_suff	A_s	B_s	0.5	3	1	0
word332_suff	A_s	A_s	0.5	7	0	1
word332_suff	A_s	B_s	0.5	7	1	0
word333_suff	A_s	A_s	0.5	4531	0	1
word333_suff	A_s	B_s	0.5	4531	1	0
word334_suff	A_s	A_s	0.5	1	0	1
word334_suff	A_s	B_s	0.5	1	1	0
word335_suff	A_s	A_s	0.5	2	0	1
word335_suff	A_s	B_s	0.5	2	1	0
word336_suff	A_s	A_s	0.5	1	0	1
word336_suff	A_s	B_s	0.5	1	1	0
word337_suff	A_s	A_s	0.5	2	0	1
word337_suff	A_s	B_s	0.5	2	1	0
word338_suff	A_s	A_s	0.5	300	0	1
word338_suff	A_s	B_s	0.5	300	1	0
word339_suff	A_s	A_s	0.5	983	0	1
word339_suff	A_s	B_s	0.5	983	1	0
word340_suff	A_s	A_s	0.5	30	0	1
word340_suff	A_s	B_s	0.5	30	1	0
word341_suff	A_s	A_s	0.5	373	0	1
word341_suff	A_s	B_s	0.5	373	1	0
word342_suff	A_s	A_s	0.5	8	0	1
word342_suff	A_s	B_s	0.5	8	1	0
word343_suff	A_s	A_s	0.5	7	0	1
word343_suff	A_s	B_s	0.5	7	1	0
word344_suff	A_s	A_s	0.5	254	0	1
word344_suff	A_s	B_s	0.5	254	1	0
word345_suff	A_s	A_s	0.5	510	0	1
word345_suff	A_s	B_s	0.5	510	1	0
word346_suff	A_s	A_s	0.5	2	0	1
word346_suff	A_s	B_s	0.5	2	1	0
word347_suff	A_s	A_s	0.5	114	0	1
word347_suff	A_s	B_s	0.5	114	1	0
word348_suff	A_s	A_s	0.5	4	0	1
word348_suff	A_s	B_s	0.5	4	1	0
word349_suff	A_s	A_s	0.5	4	0	1
word349_suff	A_s	B_s	0.5	4	1	0
word350_suff	A_s	A_s	0.5	1	0	1
word350_suff	A_s	B_s	0.5	1	1	0
word351_suff	A_s	A_s	0.5	6969	0	1
word351_suff	A_s	B_s	0.5	6969	1	0
word352_suff	A_s	A_s	0.5	9	0	1
word352_suff	A_s	B_s	0.5	9	1	0
word353_suff	A_s	A_s	0.5	3	0	1
word353_suff	A_s	B_s	0.5	3	1	0
word354_suff	A_s	A_s	0.5	2	0	1
word354_suff	A_s	B_s	0.5	2	1	0
word355_suff	A_s	A_s	0.5	30	0	1
word355_suff	A_s	B_s	0.5	30	1	0
word356_suff	A_s	A_s	0.5	82	0	1
word356_suff	A_s	B_s	0.5	82	1	0
word357_suff	A_s	A_s	0.5	819	0	1
word357_suff	A_s	B_s	0.5	819	1	0
word358_suff	A_s	A_s	0.5	1	0	1
word358_suff	A_s	B_s	0.5	1	1	0
word359_suff	A_s	A_s	0.5	3	0	1
word359_suff	A_s	B_s	0.5	3	1	0
word360_suff	A_s	A_s	0.5	3	0	1
word360_suff	A_s	B_s	0.5	3	1	0
word361_suff	A_s	A_s	0.5	705	0	1
word361_suff	A_s	B_s	0.5	705	1	0
word362_suff	A_s	A_s	0.5	1874	0	1
word362_suff	A_s	B_s	0.5	1874	1	0
word363_suff	A_s	A_s	0.5	1677	0	1
word363_suff	A_s	B_s	0.5	1677	1	0
word364_suff	A_s	A_s	0.5	71	0	1
word364_suff	A_s	B_s	0.5	71	1	0
word365_suff	A_s	A_s	0.5	8	0	1
word365_suff	A_s	B_s	0.5	8	1	0
word366_suff	A_s	A_s	0.5	197	0	1
word366_suff	A_s	B_s	0.5	197	1	0
word367_suff	A_s	A_s	0.5	44	0	1
word367_suff	A_s	B_s	0.5	44	1	0
word368_suff	A_s	A_s	0.5	4932	0	1
word368_suff	A_s	B_s	0.5	4932	1	0
word369_suff	A_s	A_s	0.5	3	0	1
word369_suff	A_s	B_s	0.5	3	1	0
word370_suff	A_s	A_s	0.5	14	0	1
word370_suff	A_s	B_s	0.5	14	1	0
word371_suff	A_s	A_s	0.5	51	0	1
word371_suff	A_s	B_s	0.5	51	1	0
word372_suff	A_s	A_s	0.5	72	0	1
word372_suff	A_s	B_s	0.5	72	1	0
word373_suff	A_s	A_s	0.5	2	0	1
word373_suff	A_s	B_s	0.5	2	1	0
word374_suff	A_s	A_s	0.5	1016	0	1
word374_suff	A_s	B_s	0.5	1016	1	0
word375_suff	A_s	A_s	0.5	3	0	1
word375_suff	A_s	B_s	0.5	3	1	0
word376_suff	A_s	A_s	0.5	81	0	1
word376_suff	A_s	B_s	0.5	81	1	0
word377_suff	A_s	A_s	0.5	2	0	1
word377_suff	A_s	B_s	0.5	2	1	0
word378_suff	A_s	A_s	0.5	1	0	1
word378_suff	A_s	B_s	0.5	1	1	0
word379_suff	A_s	A_s	0.5	148	0	1
word379_suff	A_s	B_s	0.5	148	1	0
word380_suff	A_s	A_s	0.5	436	0	1
word380_suff	A_s	B_s	0.5	436	1	0
word381_suff	A_s	A_s	0.5	1	0	1
word381_suff	A_s	B_s	0.5	1	1	0
word382_suff	A_s	A_s	0.5	1	0	1
word382_suff	A_s	B_s	0.5	1	1	0
word383_suff	A_s	A_s	0.5	2	0	1
word383_suff	A_s	B_s	0.5	2	1	0
word384_suff	A_s	A_s	0.5	2	0	1
word384_suff	A_s	B_s	0.5	2	1	0
word385_suff	A_s	A_s	0.5	7	0	1
word385_suff	A_s	B_s	0.5	7	1	0
word386_suff	A_s	A_s	0.5	1	0	1
word386_suff	A_s	B_s	0.5	1	1	0
word387_suff	A_s	A_s	0.5	1	0	1
word387_suff	A_s	B_s	0.5	1	1	0
word388_suff	A_s	A_s	0.5	2	0	1
word388_suff	A_s	B_s	0.5	2	1	0
word389_suff	A_s	A_s	0.5	12	0	1
word389_suff	A_s	B_s	0.5	12	1	0
word390_suff	A_s	A_s	0.5	4	0	1
word390_suff	A_s	B_s	0.5	4	1	0
word391_suff	A_s	A_s	0.5	1068	0	1
word391_suff	A_s	B_s	0.5	1068	1	0
word392_suff	A_s	A_s	0.5	271	0	1
word392_suff	A_s	B_s	0.5	271	1	0
word393_suff	A_s	A_s	0.5	370	0	1
word393_suff	A_s	B_s	0.5	370	1	0
word394_suff	A_s	A_s	0.5	2	0	1
word394_suff	A_s	B_s	0.5	2	1	0
word395_suff	A_s	A_s	0.5	3	0	1
word395_suff	A_s	B_s	0.5	3	1	0
word396_suff	A_s	A_s	0.5	8	0	1
word396_suff	A_s	B_s	0.5	8	1	0
word397_suff	A_s	A_s	0.5	3	0	1
word397_suff	A_s	B_s	0.5	3	1	0
word398_suff	A_s	A_s	0.5	1	0	1
word398_suff	A_s	B_s	0.5	1	1	0
word399_suff	A_s	A_s	0.5	6	0	1
word399_suff	A_s	B_s	0.5	6	1	0
word400_suff	A_s	A_s	0.5	1261	0	1
word400_suff	A_s	B_s	0.5	1261	1	0
word401_suff	A_s	A_s	0.5	28	0	1
word401_suff	A_s	B_s	0.5	28	1	0
word402_suff	A_s	A_s	0.5	7	0	1
word402_suff	A_s	B_s	0.5	7	1	0
word403_suff	A_s	A_s	0.5	52	0	1
word403_suff	A_s	B_s	0.5	52	1	0
word404_suff	A_s	A_s	0.5	1	0	1
word404_suff	A_s	B_s	0.5	1	1	0
word405_suff	A_s	A_s	0.5	8810	0	1
word405_suff	A_s	B_s	0.5	8810	1	0
word406_suff	A_s	A_s	0.5	2757	0	1
word406_suff	A_s	B_s	0.5	2757	1	0
word407_suff	A_s	A_s	0.5	179	0	1
word407_suff	A_s	B_s	0.5	179	1	0
word408_suff	A_s	A_s	0.5	3	0	1
word408_suff	A_s	B_s	0.5	3	1	0
word409_suff	A_s	A_s	0.5	2	0	1
word409_suff	A_s	B_s	0.5	2	1	0
word410_suff	A_s	A_s	0.5	1913	0	1
word410_suff	A_s	B_s	0.5	1913	1	0
word411_suff	A_s	A_s	0.5	1	0	1
word411_suff	A_s	B_s	0.5	1	1	0
word412_suff	A_s	A_s	0.5	4	0	1
word412_suff	A_s	B_s	0.5	4	1	0
word413_suff	A_s	A_s	0.5	425	0	1
word413_suff	A_s	B_s	0.5	425	1	0
word414_suff	A_s	A_s	0.5	2	0	1
word414_suff	A_s	B_s	0.5	2	1	0
word415_suff	A_s	A_s	0.5	126	0	1
word415_suff	A_s	B_s	0.5	126	1	0
word416_suff	A_s	A_s	0.5	2	0	1
word416_suff	A_s	B_s	0.5	2	1	0
word417_suff	A_s	A_s	0.5	13	0	1
word417_suff	A_s	B_s	0.5	13	1	0
word418_suff	A_s	A_s	0.5	1	0	1
word418_suff	A_s	B_s	0.5	1	1	0
word419_suff	A_s	A_s	0.5	30	0	1
word419_suff	A_s	B_s	0.5	30	1	0
word420_suff	A_s	A_s	0.5	216	0	1
word420_suff	A_s	B_s	0.5	216	1	0
word421_suff	A_s	A_s	0.5	134	0	1
word421_suff	A_s	B_s	0.5	134	1	0
word422_suff	A_s	A_s	0.5	29	0	1
word422_suff	A_s	B_s	0.5	29	1	0
word423_suff	A_s	A_s	0.5	1847	0	1
word423_suff	A_s	B_s	0.5	1847	1	0
word424_suff	A_s	A_s	0.5	977	0	1
word424_suff	A_s	B_s	0.5	977	1	0
word425_suff	A_s	A_s	0.5	89	0	1
word425_suff	A_s	B_s	0.5	89	1	0
word426_suff	A_s	A_s	0.5	1	0	1
word426_suff	A_s	B_s	0.5	1	1	0
word427_suff	A_s	A_s	0.5	3850	0	1
word427_suff	A_s	B_s	0.5	3850	1	0
word428_suff	A_s	A_s	0.5	2	0	1
word428_suff	A_s	B_s	0.5	2	1	0
word429_suff	A_s	A_s	0.5	32	0	1
word429_suff	A_s	B_s	0.5	32	1	0
word430_suff	A_s	A_s	0.5	8384	0	1
word430_suff	A_s	B_s	0.5	8384	1	0
word431_suff	A_s	A_s	0.5	66	0	1
word431_suff	A_s	B_s	0.5	66	1	0
word432_suff	A_s	A_s	0.5	44	0	1
word432_suff	A_s	B_s	0.5	44	1	0
word433_suff	A_s	A_s	0.5	16	0	1
word433_suff	A_s	B_s	0.5	16	1	0
word434_suff	A_s	A_s	0.5	3	0	1
word434_suff	A_s	B_s	0.5	3	1	0
word435_suff	A_s	A_s	0.5	1	0	1
word435_suff	A_s	B_s	0.5	1	1	0
word436_suff	A_s	A_s	0.5	5	0	1
word436_suff	A_s	B_s	0.5	5	1	0
word437_suff	A_s	A_s	0.5	2	0	1
word437_suff	A_s	B_s	0.5	2	1	0
word438_suff	A_s	A_s	0.5	2	0	1
word438_suff	A_s	B_s	0.5	2	1	0
word439_suff	A_s	A_s	0.5	60	0	1
word439_suff	A_s	B_s	0.5	60	1	0
word440_suff	A_s	A_s	0.5	153	0	1
word440_suff	A_s	B_s	0.5	153	1	0
word441_suff	A_s	A_s	0.5	1316	0	1
word441_suff	A_s	B_s	0.5	1316	1	0
word442_suff	A_s	A_s	0.5	210	0	1
word442_suff	A_s	B_s	0.5	210	1	0
word443_suff	A_s	A_s	0.5	5	0	1
word443_suff	A_s	B_s	0.5	5	1	0
word444_suff	A_s	A_s	0.5	2	0	1
word444_suff	A_s	B_s	0.5	2	1	0
word445_suff	A_s	A_s	0.5	73	0	1
word445_suff	A_s	B_s	0.5	73	1	0
word446_suff	A_s	A_s	0.5	17	0	1
word446_suff	A_s	B_s	0.5	17	1	0
word447_suff	A_s	A_s	0.5	1	0	1
word447_suff	A_s	B_s	0.5	1	1	0
word448_suff	A_s	A_s	0.5	1	0	1
word448_suff	A_s	B_s	0.5	1	1	0
word449_suff	A_s	A_s	0.5	1	0	1
word449_suff	A_s	B_s	0.5	1	1	0
word450_suff	A_s	A_s	0.5	2	0	1
word450_suff	A_s	B_s	0.5	2	1	0
word451_suff	A_s	A_s	0.5	12	0	1
word451_suff	A_s	B_s	0.5	12	1	0
word452_suff	A_s	A_s	0.5	1	0	1
word452_suff	A_s	B_s	0.5	1	1	0
word453_suff	A_s	A_s	0.5	1262	0	1
word453_suff	A_s	B_s	0.5	1262	1	0
word454_suff	A_s	A_s	0.5	5	0	1
word454_suff	A_s	B_s	0.5	5	1	0
word455_suff	A_s	A_s	0.5	1	0	1
word455_suff	A_s	B_s	0.5	1	1	0
word456_suff	A_s	A_s	0.5	91	0	1
word456_suff	A_s	B_s	0.5	91	1	0
word457_suff	A_s	A_s	0.5	1	0	1
word457_suff	A_s	B_s	0.5	1	1	0
word458_suff	A_s	A_s	0.5	1	0	1
word458_suff	A_s	B_s	0.5	1	1	0
word459_suff	A_s	A_s	0.5	1	0	1
word459_suff	A_s	B_s	0.5	1	1	0
word460_suff	A_s	A_s	0.5	1	0	1
word460_suff	A_s	B_s	0.5	1	1	0
word461_suff	A_s	A_s	0.5	1	0	1
word461_suff	A_s	B_s	0.5	1	1	0
word462_suff	A_s	A_s	0.5	4	0	1
word462_suff	A_s	B_s	0.5	4	1	0
word463_suff	A_s	A_s	0.5	10	0	1
word463_suff	A_s	B_s	0.5	10	1	0
word464_suff	A_s	A_s	0.5	1	0	1
word464_suff	A_s	B_s	0.5	1	1	0
word465_suff	A_s	A_s	0.5	3	0	1
word465_suff	A_s	B_s	0.5	3	1	0
word466_suff	A_s	A_s	0.5	1	0	1
word466_suff	A_s	B_s	0.5	1	1	0
word467_suff	A_s	A_s	0.5	13	0	1
word467_suff	A_s	B_s	0.5	13	1	0
word468_suff	A_s	A_s	0.5	13	0	1
word468_suff	A_s	B_s	0.5	13	1	0
word469_suff	A_s	A_s	0.5	6	0	1
word469_suff	A_s	B_s	0.5	6	1	0
word470_suff	A_s	A_s	0.5	6	0	1
word470_suff	A_s	B_s	0.5	6	1	0
word471_suff	A_s	A_s	0.5	2	0	1
word471_suff	A_s	B_s	0.5	2	1	0
word472_suff	A_s	A_s	0.5	4	0	1
word472_suff	A_s	B_s	0.5	4	1	0
word473_suff	A_s	A_s	0.5	6	0	1
word473_suff	A_s	B_s	0.5	6	1	0
word474_suff	A_s	A_s	0.5	65	0	1
word474_suff	A_s	B_s	0.5	65	1	0
word475_suff	A_s	A_s	0.5	204	0	1
word475_suff	A_s	B_s	0.5	204	1	0
word476_suff	A_s	A_s	0.5	38	0	1
word476_suff	A_s	B_s	0.5	38	1	0
word477_suff	A_s	A_s	0.5	26	0	1
word477_suff	A_s	B_s	0.5	26	1	0
word478_suff	A_s	A_s	0.5	2	0	1
word478_suff	A_s	B_s	0.5	2	1	0
word479_suff	A_s	A_s	0.5	6882	0	1
word479_suff	A_s	B_s	0.5	6882	1	0
word480_suff	A_s	A_s	0.5	8	0	1
word480_suff	A_s	B_s	0.5	8	1	0
word481_suff	A_s	A_s	0.5	3	0	1
word481_suff	A_s	B_s	0.5	3	1	0
word482_suff	A_s	A_s	0.5	30	0	1
word482_suff	A_s	B_s	0.5	30	1	0
word483_suff	A_s	A_s	0.5	1	0	1
word483_suff	A_s	B_s	0.5	1	1	0
word484_suff	A_s	A_s	0.5	2	0	1
word484_suff	A_s	B_s	0.5	2	1	0
word485_suff	A_s	A_s	0.5	1	0	1
word485_suff	A_s	B_s	0.5	1	1	0
word486_suff	A_s	A_s	0.5	261	0	1
word486_suff	A_s	B_s	0.5	261	1	0
word487_suff	A_s	A_s	0.5	9	0	1
word487_suff	A_s	B_s	0.5	9	1	0
word488_suff	A_s	A_s	0.5	18	0	1
word488_suff	A_s	B_s	0.5	18	1	0
word489_suff	A_s	A_s	0.5	102	0	1
word489_suff	A_s	B_s	0.5	102	1	0
word490_suff	A_s	A_s	0.5	1	0	1
word490_suff	A_s	B_s	0.5	1	1	0
word491_suff	A_s	A_s	0.5	759	0	1
word491_suff	A_s	B_s	0.5	759	1	0
word492_suff	A_s	A_s	0.5	11	0	1
word492_suff	A_s	B_s	0.5	11	1	0
word493_suff	A_s	A_s	0.5	1	0	1
word493_suff	A_s	B_s	0.5	1	1	0
word494_suff	A_s	A_s	0.5	268	0	1
word494_suff	A_s	B_s	0.5	268	1	0
word495_suff	A_s	A_s	0.5	1053	0	1
word495_suff	A_s	B_s	0.5	1053	1	0
word496_suff	A_s	A_s	0.5	11	0	1
word496_suff	A_s	B_s	0.5	11	1	0
word497_suff	A_s	A_s	0.5	160	0	1
word497_suff	A_s	B_s	0.5	160	1	0
word498_suff	A_s	A_s	0.5	40	0	1
word498_suff	A_s	B_s	0.5	40	1	0
word499_suff	A_s	A_s	0.5	2	0	1
word499_suff	A_s	B_s	0.5	2	1	0
word500_suff	A_s	A_s	0.5	751	0	1
word500_suff	A_s	B_s	0.5	751	1	0
word501_suff	A_s	A_s	0.5	16	0	1
word501_suff	A_s	B_s	0.5	16	1	0
word502_suff	A_s	A_s	0.5	488	0	1
word502_suff	A_s	B_s	0.5	488	1	0
word503_suff	A_s	A_s	0.5	6	0	1
word503_suff	A_s	B_s	0.5	6	1	0
word504_suff	A_s	A_s	0.5	1	0	1
word504_suff	A_s	B_s	0.5	1	1	0
word505_suff	A_s	A_s	0.5	1	0	1
word505_suff	A_s	B_s	0.5	1	1	0
word506_suff	A_s	A_s	0.5	2	0	1
word506_suff	A_s	B_s	0.5	2	1	0
word507_suff	A_s	A_s	0.5	10	0	1
word507_suff	A_s	B_s	0.5	10	1	0
word508_suff	A_s	A_s	0.5	2	0	1
word508_suff	A_s	B_s	0.5	2	1	0
word509_suff	A_s	A_s	0.5	176	0	1
word509_suff	A_s	B_s	0.5	176	1	0
word510_suff	A_s	A_s	0.5	1	0	1
word510_suff	A_s	B_s	0.5	1	1	0
word511_suff	A_s	A_s	0.5	1543	0	1
word511_suff	A_s	B_s	0.5	1543	1	0
word512_suff	A_s	A_s	0.5	1	0	1
word512_suff	A_s	B_s	0.5	1	1	0
word513_suff	A_s	A_s	0.5	261	0	1
word513_suff	A_s	B_s	0.5	261	1	0
word514_suff	A_s	A_s	0.5	1	0	1
word514_suff	A_s	B_s	0.5	1	1	0
word515_suff	A_s	A_s	0.5	332	0	1
word515_suff	A_s	B_s	0.5	332	1	0
word516_suff	A_s	A_s	0.5	450	0	1
word516_suff	A_s	B_s	0.5	450	1	0
word517_suff	A_s	A_s	0.5	73	0	1
word517_suff	A_s	B_s	0.5	73	1	0
word518_suff	A_s	A_s	0.5	100	0	1
word518_suff	A_s	B_s	0.5	100	1	0
word519_suff	A_s	A_s	0.5	1	0	1
word519_suff	A_s	B_s	0.5	1	1	0
word520_suff	A_s	A_s	0.5	1	0	1
word520_suff	A_s	B_s	0.5	1	1	0
word521_suff	A_s	A_s	0.5	39	0	1
word521_suff	A_s	B_s	0.5	39	1	0
word522_suff	A_s	A_s	0.5	5	0	1
word522_suff	A_s	B_s	0.5	5	1	0
word523_suff	A_s	A_s	0.5	1274	0	1
word523_suff	A_s	B_s	0.5	1274	1	0
word524_suff	A_s	A_s	0.5	1	0	1
word524_suff	A_s	B_s	0.5	1	1	0
word525_suff	A_s	A_s	0.5	1	0	1
word525_suff	A_s	B_s	0.5	1	1	0
word526_suff	A_s	A_s	0.5	2	0	1
word526_suff	A_s	B_s	0.5	2	1	0
word527_suff	A_s	A_s	0.5	46	0	1
word527_suff	A_s	B_s	0.5	46	1	0
word528_suff	A_s	A_s	0.5	3	0	1
word528_suff	A_s	B_s	0.5	3	1	0
word529_suff	A_s	A_s	0.5	2	0	1
word529_suff	A_s	B_s	0.5	2	1	0
word530_suff	A_s	A_s	0.5	1	0	1
word530_suff	A_s	B_s	0.5	1	1	0
word531_suff	A_s	A_s	0.5	32	0	1
word531_suff	A_s	B_s	0.5	32	1	0
word532_suff	A_s	A_s	0.5	1	0	1
word532_suff	A_s	B_s	0.5	1	1	0
